wordKey,exp
"powerful","The perfume had a powerful scent."
"powerful","He had a powerful influence on the firm's decisions."
"powerful","They were both powerful fighters."
"starch","Some foods are high in starch and are good for people who are very active."
"summary","In summary, we need to master English."
"summary","At the conclusion of his speech, he gave a brief summary about the issue."
"analytic","The analytic article dealt with agriculture."
"area","It was a remote area, which made it hard to send provisions."
"area","You should put a bandage on the area that has been wounded."
"bachelor","He remained a confirmed bachelor until his late thirties."
"cognitive","There's a link between exercise and cognitive abilities."
"cognitive","They wanted to test candidates' cognitive skills using analytic methods."
"collision","He was in a head-on collision with a minivan last night."
"collision","A taxicab was involved in a collision with a sports car."
"collision","There was a collision of opinions between them."
"competent","He was a highly competent programmer."
"competent","Monica was a competent cook."
"competent","After a while, he became fully competent at his job."
"competent","They weren't competent enough to work on the project."
"diploma","He didn't even get his high school diploma."
"diploma","She got a diploma in accounting."
"excel","She always excelled in photography."
"excel","He excels at the English language."
"excel","They both excel at playing the guitar."
"geology","He was a geology professor."
"integral","She became an integral part of their team."
"integral","Nowadays, social media is integral to our lives."
"intellect","Her intellect helped her survive through those dark times."
"intellect","He was a man of sharp intellect."
"job","She was trying to hold on a steady job."
"job","He applied for a high-paying job in the firm."
"job","After years of studying, he finally landed a fulfilling job."
"keen","His keen mind and business knowledge helped him become rich in no time."
"keen","She was a keen student and got the best grades in her class."
"keen","Sherlock had a keen eye for details."
"keen","They were very keen to finish the project."
"keen","Sheldon was keen on trains and railways."
"minimum","The minimum age required was 18, so they couldn't go in."
"psychology","She studied psychology at university."
"psychology","Psychology is the study of the human mind and how it affects the way people think and behave."
"radioactive","During Chernobyl, there were radioactive atoms across the area."
"relativity","In a nutshell, relativity explains the relation between time, space, mass, and energy."
"sociology","He was an expert in sociology."
"theoretical","She gained a lot of theoretical knowledge about cooking."
